Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
BMW,The 7,2018,Saudi,White,Semi Full,3.6,Gas,Automatic,36000,Riyadh,230000,False
Chevrolet,Lumina,2003,Saudi,Another Color,Full,3.8,Gas,Automatic,200000,Riyadh,0,True
Jeep,Grand Cherokee,2013,Saudi,Grey,Full,5.7,Gas,Automatic,77000,Dammam,77000,False
Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,73000,Qassim,61000,False
Jaguar,F-Pace,2017,Other,White,Semi Full,2.0,Diesel,Automatic,199,Riyadh,155000,False
Toyota,Furniture,2017,Saudi,Silver,Semi Full,4.0,Gas,Automatic,83000,Al-Medina,110000,False
GMC,Suburban,2000,Saudi,Another Color,Semi Full,6.0,Gas,Automatic,128000,Aseer,80000,False
Kia,Mohave,2017,Other,Navy,Semi Full,3.7,Gas,Automatic,75000,Riyadh,0,True
Mercedes,E,2017,Gulf Arabic,Oily,Full,2.0,Gas,Automatic,31000,Riyadh,226000,False
Hyundai,Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,72000,Dammam,40000,False
Great Wall,Wingle,2020,Saudi,Another Color,Full,2.0,Diesel,Manual,73000,Jeddah,1197,False
Chevrolet,Impala,2016,Saudi,Black,Full,3.6,Gas,Automatic,162000,Dammam,80000,False
Ford,Marquis,1998,Saudi,Navy,Full,4.6,Gas,Automatic,492360,Riyadh,0,True
Toyota,Camry,2019,Saudi,Brown,Full,3.5,Gas,Automatic,77000,Khobar,90000,False
Ford,Mustang,2015,Other,Black,Standard,5.0,Gas,Manual,119000,Dammam,85000,False
Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Automatic,7833,Al-Baha,0,True
Ford,Ranger,2015,Saudi,Blue,Semi Full,2.5,Gas,Manual,155000,Riyadh,0,True
Hyundai,Senta fe,2016,Saudi,White,Semi Full,3.3,Gas,Automatic,212000,Dammam,57000,False
Toyota,Corolla,2010,Saudi,White,Standard,1.6,Gas,Manual,3500000,Sakaka,22000,False
Hyundai,Tucson,2013,Saudi,Silver,Semi Full,2.0,Gas,Automatic,120000,Jeddah,32000,False
Volkswagen,Jetta,2017,Saudi,White,Full,2.5,Gas,Automatic,82000,Riyadh,54000,False
Ford,Taurus,2015,Other,White,Full,3.0,Gas,Automatic,217000,Riyadh,49000,False
Nissan,Datsun,2016,Saudi,White,Full,2.4,Gas,Manual,121122,Al-Ahsa,0,True
Renault,Safrane,2011,Saudi,Green,Standard,2.0,Gas,Automatic,290,Jubail,0,True
Nissan,Altima,2018,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,78592,Qassim,64000,False
Toyota,Prado,2020,Saudi,White,Semi Full,4.8,Gas,Automatic,17000,Dammam,0,True
Toyota,Prado,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,17000,Dammam,173000,False
Mercedes,S,2014,Gulf Arabic,Blue,Full,5.0,Gas,Automatic,124000,Dammam,215000,False
Mercedes,E,2016,Other,Navy,Full,3.2,Gas,Automatic,106642,Qassim,0,True
Chevrolet,Tahoe,2020,Saudi,Black,Standard,5.3,Gas,Automatic,26500,Arar,0,True
Nissan,Datsun,2016,Saudi,White,Semi Full,2.4,Gas,Manual,25000,Abha,0,True
Chevrolet,Spark,2017,Saudi,White,Semi Full,1.4,Gas,Automatic,108,Dammam,20000,False
Nissan,Sylvian Bus,1998,Saudi,White,Standard,3.0,Gas,Manual,200000,Dammam,14000,False
Toyota,Camry,2001,Saudi,Silver,Standard,2.5,Gas,Manual,439000,Dammam,12000,False
Chevrolet,Tahoe,2021,Saudi,Brown,Standard,8.5,Gas,Automatic,7700,Hail,0,True
GMC,Yukon,2002,Other,Black,Semi Full,5.3,Gas,Automatic,300000,Jeddah,10000,False
Hyundai,Sonata,2019,Saudi,Silver,Standard,2.4,Gas,Automatic,110875,Riyadh,57000,False
Renault,Dokker,2018,Saudi,White,Standard,1.6,Gas,Manual,88000,Riyadh,30000,False
Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,92000,Dammam,130000,False
Toyota,Land Cruiser,2021,Saudi,White,Semi Full,4.5,Diesel,Automatic,15000,Dammam,262000,False
Ford,Fusion,2012,Saudi,White,Standard,2.5,Gas,Automatic,219000,Jazan,14500,False
Lexus,LX,2014,Saudi,Grey,Full,5.7,Gas,Automatic,150000,Dammam,190000,False
Lexus,LX,2010,Saudi,White,Semi Full,5.7,Gas,Automatic,301000,Dammam,0,True
Ford,Mustang,2001,Other,Another Color,Full,3.8,Gas,Automatic,163000,Jubail,12000,False
Toyota,Land Cruiser Pickup,2018,Saudi,Another Color,Full,4.0,Gas,Manual,28000,Dammam,147000,False
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,172000,Dammam,77000,False
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,63000,Dammam,252000,False
GMC,Sierra,2015,Saudi,Silver,Standard,5.3,Gas,Automatic,86000,Dammam,98000,False
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,53000,Dammam,255000,False
Lexus,LX,2020,Gulf Arabic,Bronze,Full,5.7,Gas,Automatic,9000,Dammam,423000,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,73000,Dammam,48500,False
GMC,Sierra,2015,Saudi,Silver,Standard,5.3,Gas,Automatic,77000,Dammam,105000,False
Toyota,FJ,2014,Saudi,Another Color,Semi Full,4.0,Gas,Automatic,199000,Dammam,95000,False
HAVAL,H6,2020,Saudi,Silver,Standard,2.0,Gas,Automatic,20000,Dammam,57000,False
GMC,Sierra,2021,Saudi,Grey,Full,5.3,Gas,Automatic,2000,Dammam,187000,False
Nissan,X-Terra,2013,Saudi,White,Full,4.0,Gas,Automatic,95000,Qassim,61000,False
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.6,Gas,Manual,74000,Dammam,180000,False
Dodge,Charger,2019,Saudi,Blue,Semi Full,3.6,Gas,Automatic,56000,Al-Medina,108000,False
Mazda,CX9,2020,Saudi,Silver,Standard,2.5,Gas,Automatic,31200,Dammam,110000,False
Kia,Optima,2019,Saudi,Grey,Semi Full,2.4,Gas,Automatic,54000,Aseer,1493,False
Mercedes,S,2020,Gulf Arabic,Black,Full,3.0,Gas,Automatic,46000,Dammam,365000,False
Nissan,Sunny,2016,Saudi,White,Standard,1.5,Gas,Automatic,97000,Riyadh,0,True
Chevrolet,Tahoe,2019,Saudi,Black,Standard,5.3,Gas,Automatic,117000,Riyadh,145000,False
Toyota,Previa,2017,Gulf Arabic,White,Standard,2.4,Gas,Automatic,139000,Riyadh,69000,False
Toyota,Land Cruiser,2014,Gulf Arabic,Another Color,Semi Full,4.6,Gas,Automatic,106000,Riyadh,129000,False
Toyota,Land Cruiser,2012,Saudi,White,Full,4.5,Gas,Automatic,327000,Riyadh,0,True
Lexus,LX,2004,Other,Another Color,Full,4.7,Gas,Automatic,274000,Riyadh,65000,False
Mercedes,C,2016,Saudi,Silver,Semi Full,2.0,Gas,Automatic,140000,Dammam,105000,False
Nissan,Patrol,2009,Saudi,White,Standard,9.0,Gas,Manual,155,Hail,0,True
GMC,Sierra,2014,Other,Brown,Full,5.3,Gas,Automatic,235,Najran,72000,False
Chrysler,C300,2014,Saudi,Grey,Full,7.5,Gas,Automatic,170,Qassim,0,True
Mazda,6,2020,Saudi,Navy,Full,2.5,Gas,Automatic,50000,Riyadh,100000,False
Hyundai,Other,2011,Other,Black,Full,4.6,Gas,Automatic,270,Dammam,30000,False
Toyota,Camry,2015,Saudi,Silver,Standard,2.5,Gas,Automatic,310000,Makkah,30000,False
Toyota,Corolla,2020,Saudi,Grey,Semi Full,1.6,Gas,Automatic,19000,Riyadh,0,True
Honda,Accord,2015,Gulf Arabic,Another Color,Semi Full,2.4,Gas,Automatic,124040,Al-Medina,75000,False
BMW,The 5,2005,Other,White,Semi Full,2.0,Gas,Automatic,278878,Makkah,0,True
GMC,Yukon,2005,Other,Red,Full,6.0,Gas,Automatic,300000,Al-Ahsa,0,True
Mercedes,S,2007,Saudi,Red,Full,3.0,Gas,Automatic,200000,Al-Medina,0,True
Nissan,Patrol,2016,Saudi,White,Standard,1.2,Gas,Manual,250000,Hail,0,True
Ford,Marquis,2010,Other,White,Semi Full,8.0,Gas,Automatic,349000,Al-Medina,0,True
GMC,Acadia,2013,Saudi,White,Semi Full,3.6,Gas,Automatic,201,Al-Medina,0,True
GMC,Suburban,2001,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,300000,Jeddah,15000,False
Nissan,Patrol,1999,Saudi,Oily,Standard,1.6,Gas,Manual,600,Al-Medina,16000,False
Ford,Expedition,2010,Other,Silver,Full,5.7,Gas,Automatic,335000,Al-Medina,65000,False
Hyundai,H100,2016,Other,Silver,Full,4.0,Gas,Automatic,145000,Qassim,0,True
Toyota,Land Cruiser Pickup,2014,Saudi,Another Color,Semi Full,4.0,Gas,Manual,118000,Jeddah,0,True
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,180,Jazan,50000,False
Kia,Cerato,2012,Saudi,White,Full,1.6,Gas,Automatic,260000,Jeddah,0,True
Chevrolet,Tahoe,2005,Saudi,Black,Full,7.9,Gas,Automatic,404846,Al-Ahsa,13500,False
Lexus,LX,2013,Other,White,Full,8.0,Gas,Automatic,62000,Aseer,0,True
Mercedes,S,2012,Saudi,Brown,Semi Full,3.0,Gas,Automatic,170000,Jeddah,85000,False
Hyundai,Senta fe,2014,Saudi,White,Full,3.3,Gas,Automatic,200203,Khobar,0,True
Kia,K5,2021,Saudi,Grey,Standard,2.5,Gas,Automatic,18000,Riyadh,88000,False
Nissan,Navara,2013,Saudi,White,Standard,2.5,Gas,Manual,300000,Abha,0,True
Toyota,Land Cruiser,2003,Saudi,White,Full,4.6,Gas,Automatic,360000,Dammam,0,True
Toyota,Prado,2014,Saudi,White,Semi Full,2.7,Gas,Automatic,160,Al-Ahsa,79000,False
Changan,CS95,2021,Saudi,White,Full,2.0,Gas,Automatic,40000,Hail,0,True
Kia,Sportage,2015,Unknown,Red,Standard,2.4,Gas,Automatic,147000,Riyadh,38000,False
Honda,Civic,2008,Unknown,Silver,Standard,1.6,Gas,Automatic,450000,Dammam,15000,False
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Automatic,205629,Riyadh,0,True
Toyota,Hilux,2016,Unknown,White,Full,2.7,Gas,Manual,218000,Al-Ahsa,0,True
Chevrolet,Tahoe,2008,Unknown,White,Semi Full,5.3,Gas,Automatic,85000,Riyadh,0,True
GMC,Sierra,2010,Saudi,Black,Full,5.3,Gas,Automatic,114000,Riyadh,0,True
Toyota,Camry,2005,Unknown,Black,Full,2.5,Gas,Automatic,437000,Qassim,13000,False
Toyota,Rush,2020,Saudi,White,Standard,1.5,Gas,Automatic,55000,Jeddah,52000,False
Nissan,Sunny,2011,Saudi,Silver,Semi Full,1.6,Gas,Automatic,212000,Riyadh,15000,False
Hyundai,Accent,2012,Saudi,White,Standard,1.6,Gas,Manual,279000,Riyadh,0,True
Toyota,Hilux,2014,Other,White,Semi Full,2.7,Gas,Manual,432000,Riyadh,45000,False
Chevrolet,Tahoe,2012,Saudi,Golden,Standard,5.3,Gas,Automatic,297000,Jeddah,52000,False
Kia,Optima,2020,Saudi,White,Semi Full,2.4,Gas,Automatic,69000,Jubail,0,True
Hyundai,Elantra,2020,Saudi,White,Standard,2.0,Gas,Automatic,9000,Riyadh,0,True
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,374000,Hail,72000,False
Hyundai,Azera,2015,Saudi,Silver,Full,3.3,Gas,Automatic,187,Taef,0,True
Honda,Accord,2019,Saudi,White,Semi Full,2.0,Gas,Automatic,18000,Jeddah,95000,False
Ford,Marquis,2008,Saudi,White,Semi Full,4.6,Gas,Automatic,380000,Taef,15000,False
Toyota,Hilux,1997,Saudi,White,Standard,2.7,Gas,Manual,1000000,Jeddah,0,True
Chevrolet,Suburban,2011,Saudi,Black,Semi Full,8.0,Gas,Automatic,399,Al-Jouf,37000,False
Ford,Vego,2017,Saudi,White,Full,1.4,Gas,Automatic,93000,Riyadh,26000,False
GMC,Suburban,2001,Saudi,Bronze,Standard,1.5,Gas,Automatic,718314,Taef,0,True
Kia,Sportage,2016,Saudi,White,Standard,2.4,Gas,Automatic,109000,Jubail,40000,False
Toyota,Hilux,2021,Saudi,White,Standard,2.7,Gas,Manual,3500,Al-Medina,0,True
Lexus,LS,2011,Saudi,White,Full,4.3,Gas,Automatic,195000,Dammam,0,True
Hyundai,Senta fe,2011,Saudi,White,Semi Full,3.5,Gas,Automatic,140000,Riyadh,39000,False
Toyota,Hilux,2012,Saudi,White,Full,2.7,Gas,Manual,395000,Aseer,0,True
Toyota,Camry,2016,Gulf Arabic,White,Full,2.5,Gas,Automatic,247,Riyadh,55000,False
GMC,Sierra,2013,Saudi,Silver,Standard,5.3,Gas,Automatic,292000,Dammam,45000,False
Ford,Expedition,2018,Saudi,Another Color,Full,3.6,Gas,Automatic,44200,Dammam,159000,False
Hyundai,Senta fe,2009,Saudi,Silver,Full,2.7,Gas,Automatic,260000,Riyadh,21000,False
Mercedes,C,2016,Saudi,White,Full,6.3,Gas,Automatic,50000,Makkah,0,True
Toyota,Avalon,2013,Saudi,White,Full,3.5,Gas,Automatic,200300,Riyadh,43000,False
FAW,B50,2016,Other,Silver,Semi Full,1.8,Gas,Automatic,125000,Yanbu,20000,False
Honda,Accord,2012,Saudi,Red,Full,3.5,Gas,Automatic,300,Tabouk,36000,False
Toyota,Camry,2016,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,186,Dammam,0,True
Dodge,Durango,2013,Saudi,White,Semi Full,5.7,Gas,Automatic,253,Riyadh,29000,False
Toyota,Hiace,2016,Saudi,White,Standard,2.7,Gas,Manual,331000,Riyadh,62000,False
Toyota,Camry,2020,Saudi,Brown,Full,2.5,Hybrid,Automatic,53000,Makkah,0,True
Chevrolet,Tahoe,2012,Saudi,Golden,Semi Full,5.3,Gas,Automatic,4691232,Al-Jouf,0,True
Chevrolet,Pick up,1981,Saudi,Red,Full,4.5,Gas,Automatic,350000,Al-Jouf,30000,False
Hyundai,Sonata,2020,Saudi,White,Full,2.5,Gas,Automatic,11000,Makkah,110000,False
Other,Other,2009,Other,Orange,Standard,2.4,Diesel,Manual,1300,Al-Medina,26000,False
Dodge,Durango,2013,Saudi,White,Semi Full,5.7,Gas,Automatic,340000,Riyadh,0,True
Mercedes,C,2016,Saudi,Black,Semi Full,2.0,Gas,Automatic,104000,Riyadh,110000,False
Audi,A8,2015,Saudi,Brown,Semi Full,3.0,Gas,Automatic,137000,Riyadh,0,True
Hyundai,Bus County,2016,Saudi,Another Color,Standard,3.9,Diesel,Manual,132852,Riyadh,85000,False
Hyundai,Senta fe,2015,Saudi,Brown,Semi Full,1.3,Gas,Automatic,230000,Jeddah,0,True
Mercedes,G,2016,Saudi,Black,Full,4.0,Gas,Automatic,150000,Qassim,0,True
Toyota,Camry,2008,Saudi,Silver,Semi Full,2.5,Gas,Automatic,468,Riyadh,22000,False
Hyundai,Sonata,2016,Saudi,White,Full,2.4,Gas,Automatic,88100,Riyadh,0,True
Maserati,Gamble,2015,Saudi,White,Full,3.0,Gas,Automatic,76000,Khobar,150000,False
Toyota,Rav4,2017,Saudi,Grey,Semi Full,2.4,Gas,Automatic,190000,Jeddah,60000,False
Hyundai,Accent,2015,Saudi,White,Standard,1.4,Gas,Automatic,176000,Dammam,24000,False
Toyota,Furniture,2015,Saudi,White,Semi Full,4.0,Gas,Automatic,205000,Riyadh,61000,False
Kia,Carnival,2014,Other,Blue,Standard,6.0,Gas,Automatic,259066,Riyadh,40000,False
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,268000,Najran,0,True
Mercedes,E,2017,Other,Black,Full,3.5,Gas,Automatic,21000,Dammam,275000,False
Ford,Expedition,2015,Saudi,Black,Semi Full,5.4,Gas,Automatic,225000,Riyadh,80000,False
Toyota,Camry,2020,Saudi,White,Semi Full,2.5,Hybrid,Automatic,53800,Hafar Al-Batin,1700,False
Mazda,CX5,2021,Saudi,Grey,Standard,2.5,Gas,Automatic,5500,Khobar,1262,False
Ford,Transit,2015,Gulf Arabic,White,Standard,2.2,Diesel,Manual,157000,Riyadh,0,True
Nissan,Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,99000,Dammam,26000,False
Jeep,Grand Cherokee,2012,Other,Navy,Full,8.0,Gas,Automatic,210000,Riyadh,47000,False
Chevrolet,Tahoe,2017,Saudi,Silver,Semi Full,5.3,Gas,Automatic,153000,Dammam,125000,False
Toyota,Rush,2020,Saudi,White,Semi Full,1.5,Gas,Automatic,19000,Aseer,61000,False
Kia,Cerato,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,57000,Dammam,39500,False
Jeep,Grand Cherokee,2015,Saudi,Another Color,Full,5.7,Gas,Automatic,196,Makkah,83000,False
Lexus,LX,2021,Saudi,Bronze,Full,5.7,Gas,Automatic,9100,Dammam,459000,False
Mercedes,S,2021,Saudi,Grey,Full,4.0,Gas,Automatic,49000,Jeddah,375000,False
Nissan,X-Trail,2016,Saudi,Black,Standard,2.5,Gas,Automatic,115000,Riyadh,50000,False
Hyundai,Tucson,2011,Saudi,White,Semi Full,2.0,Gas,Automatic,190000,Jeddah,25000,False
Dodge,Durango,2014,Saudi,Grey,Standard,3.6,Gas,Automatic,238,Jubail,0,True
Dodge,Charger,2016,Saudi,Navy,Full,6.2,Gas,Automatic,99000,Riyadh,215000,False
Dodge,Charger,2019,Saudi,Another Color,Semi Full,3.6,Gas,Automatic,51000,Jubail,2069,False
Toyota,Land Cruiser,2013,Saudi,White,Standard,4.6,Gas,Manual,422000,Dammam,0,True
Kia,Opirus,2006,Other,Another Color,Semi Full,3.5,Gas,Automatic,25500,Riyadh,14000,False
Toyota,Yaris,2011,Saudi,Another Color,Standard,1.5,Gas,Manual,330000,Dammam,15000,False
Toyota,Camry,2009,Saudi,White,Standard,2.5,Gas,Manual,374000,Al-Ahsa,25000,False
Ford,Expedition,2012,Saudi,Grey,Full,5.4,Gas,Automatic,179500,Jeddah,50000,False
Ford,Explorer,2015,Gulf Arabic,Black,Standard,3.5,Gas,Automatic,206400,Riyadh,53000,False
Nissan,Datsun,2016,Saudi,White,Full,2.0,Gas,Manual,22000,Riyadh,45000,False
Toyota,Camry,2016,Saudi,Navy,Full,1.0,Gas,Automatic,75000,Riyadh,62000,False
Ford,Explorer,2013,Saudi,Grey,Full,3.5,Gas,Automatic,259000,Dammam,0,True
Chevrolet,Caprice,2007,Gulf Arabic,Another Color,Semi Full,6.0,Gas,Automatic,300,Riyadh,15000,False
Ford,Taurus,2011,Saudi,Black,Semi Full,3.5,Gas,Automatic,230,Riyadh,35000,False
Mitsubishi,Pajero,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,271000,Riyadh,55000,False
Toyota,Prado,2020,Saudi,White,Full,4.0,Gas,Automatic,8000,Jeddah,174000,False
Toyota,Cressida,1996,Saudi,White,Semi Full,1.5,Gas,Manual,100000,Al-Medina,6500,False
Kia,Mohave,2014,Saudi,Grey,Standard,3.8,Gas,Automatic,256000,Riyadh,30000,False
Toyota,Hilux,2020,Saudi,White,Semi Full,2.7,Gas,Manual,17800,Jubail,0,True
Hyundai,Tucson,2017,Saudi,Golden,Full,1.6,Gas,Automatic,101,Al-Medina,65000,False
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,47286,Dammam,49000,False
Toyota,FJ,2017,Saudi,White,Semi Full,4.0,Gas,Automatic,127000,Dammam,117000,False
Hyundai,Azera,2016,Saudi,Another Color,Full,3.5,Gas,Automatic,146000,Jeddah,56500,False
Toyota,Prado,2005,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,315,Makkah,30000,False
Ford,Taurus,2012,Saudi,Silver,Standard,3.6,Gas,Automatic,132000,Riyadh,45000,False
Ford,Expedition,2008,Other,Black,Full,1.8,Gas,Automatic,299000,Dammam,22000,False
Dodge,Charger,2006,Gulf Arabic,Another Color,Standard,3.6,Gas,Automatic,300,Riyadh,0,True
Hyundai,Sonata,2016,Other,White,Full,2.4,Gas,Automatic,223,Taef,0,True
Chevrolet,Optra,2009,Saudi,Silver,Semi Full,2.0,Gas,Manual,290000,Dammam,7500,False
Kia,Cerato,2019,Gulf Arabic,Silver,Semi Full,1.6,Gas,Automatic,105280,Jubail,0,True
Hyundai,Accent,2013,Saudi,White,Standard,1.4,Gas,Automatic,85000,Al-Medina,16000,False
Mazda,CX9,2011,Saudi,Oily,Full,3.7,Gas,Automatic,315000,Al-Medina,33000,False
BMW,The 5,2016,Saudi,Black,Full,2.0,Gas,Automatic,250000,Riyadh,59000,False
Toyota,Corolla,2018,Saudi,White,Standard,2.0,Gas,Automatic,245000,Khobar,41000,False
Chevrolet,Malibu,2016,Saudi,White,Semi Full,3.6,Gas,Automatic,87000,Dammam,0,True
Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,52000,Dammam,0,True
Mitsubishi,Pajero,2017,Saudi,White,Semi Full,3.5,Gas,Automatic,73000,Dammam,0,True
Ford,Taurus,2016,Saudi,Brown,Standard,2.0,Gas,Automatic,29000,Dammam,0,True
Toyota,Hilux,2018,Saudi,White,Semi Full,2.7,Gas,Manual,67000,Dammam,0,True
Isuzu,D-MAX,2007,Saudi,White,Semi Full,2.5,Diesel,Manual,452000,Dammam,0,True
Hyundai,H1,2017,Saudi,White,Standard,2.4,Gas,Manual,100000,Dammam,0,True
Toyota,Furniture,2014,Saudi,White,Standard,2.7,Gas,Automatic,160000,Dammam,0,True
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,111000,Dammam,0,True
Chevrolet,Silverado,2016,Saudi,Brown,Semi Full,5.3,Gas,Automatic,153000,Dammam,0,True
Toyota,Corolla,2019,Saudi,Golden,Standard,1.6,Gas,Automatic,45000,Dammam,0,True
GMC,Sierra,2018,Saudi,White,Full,5.3,Gas,Automatic,17000,Dammam,0,True
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,106000,Dammam,0,True
Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Automatic,68700,Dammam,0,True
Nissan,Navara,2016,Saudi,White,Standard,2.5,Gas,Manual,86000,Dammam,0,True
Toyota,FJ,2015,Saudi,Yellow,Semi Full,4.0,Gas,Automatic,225000,Dammam,0,True
Isuzu,Dyna,2016,Saudi,White,Standard,3.0,Diesel,Manual,101000,Dammam,0,True
Renault,Dokker,2018,Saudi,White,Standard,1.5,Gas,Manual,140000,Dammam,0,True
Mazda,3,2013,Saudi,White,Standard,1.6,Gas,Automatic,172000,Dammam,0,True
Chevrolet,Cruze,2017,Saudi,White,Standard,1.8,Gas,Automatic,129000,Dammam,0,True
GMC,Sierra,2015,Saudi,White,Standard,5.3,Gas,Automatic,137000,Dammam,0,True
Toyota,Yaris,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,63000,Dammam,0,True
Mitsubishi,Pajero,2017,Saudi,White,Semi Full,3.5,Gas,Automatic,147000,Dammam,0,True
Nissan,X-Trail,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,57000,Dammam,0,True
Nissan,Navara,2016,Saudi,White,Standard,2.5,Gas,Manual,273000,Dammam,0,True
Nissan,Navara,2013,Saudi,White,Semi Full,2.5,Gas,Automatic,76000,Dammam,0,True
Nissan,Navara,2016,Saudi,White,Standard,2.5,Gas,Manual,141000,Dammam,0,True
Toyota,Camry,2016,Saudi,White,Standard,2.5,Gas,Automatic,90000,Dammam,0,True
Toyota,Corolla,2017,Saudi,White,Standard,1.6,Gas,Automatic,101000,Dammam,0,True
Renault,Dokker,2018,Saudi,White,Standard,1.5,Gas,Manual,101000,Dammam,0,True
Hyundai,Sonata,2018,Saudi,Grey,Standard,2.2,Gas,Automatic,184,Qassim,0,True
Genesis,G80,2017,Saudi,Brown,Semi Full,3.8,Gas,Automatic,188000,Al-Ahsa,0,True
Toyota,Land Cruiser,2015,Saudi,White,Full,8.0,Gas,Automatic,200000,Qurayyat,0,True
Mazda,CX9,2021,Saudi,White,Standard,2.5,Gas,Automatic,3800,Al-Medina,0,True
Lexus,LX,2017,Gulf Arabic,Navy,Full,5.7,Gas,Automatic,80897,Riyadh,350000,False
Lexus,GX,2015,Saudi,Golden,Full,4.6,Gas,Automatic,170000,Dammam,135000,False
Chevrolet,Traverse,2012,Saudi,Black,Standard,3.6,Gas,Automatic,280000,Riyadh,0,True
Nissan,Datsun,2011,Saudi,White,Semi Full,1.6,Gas,Manual,390,Qassim,23500,False
Chevrolet,Tahoe,2015,Saudi,Golden,Standard,5.3,Gas,Automatic,179,Riyadh,102000,False
Hyundai,Sonata,2013,Saudi,Another Color,Semi Full,1.3,Gas,Automatic,300,Riyadh,0,True
Peugeot,301,2014,Saudi,Grey,Semi Full,1.6,Gas,Automatic,100000,Makkah,16000,False
Toyota,Land Cruiser 70,2012,Gulf Arabic,Brown,Semi Full,4.0,Gas,Manual,286000,Tabouk,66000,False
Toyota,Camry,1999,Saudi,White,Standard,2.4,Gas,Manual,400,Tabouk,20000,False
Hyundai,Elantra,2011,Other,White,Semi Full,2.0,Gas,Manual,290,Riyadh,12000,False
Toyota,Camry,2016,Saudi,White,Semi Full,2.5,Gas,Automatic,180000,Riyadh,27000,False
Chrysler,C300,2013,Other,Blue,Full,5.7,Gas,Automatic,178000,Dammam,45000,False
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,54000,Dammam,79000,False
Toyota,Hilux,2015,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,310,Riyadh,40000,False
Toyota,Land Cruiser,2012,Saudi,White,Full,5.7,Gas,Automatic,311000,Jeddah,115000,False
Ford,Mustang,2007,Saudi,Black,Full,2.3,Gas,Manual,300000,Jeddah,28000,False
Chevrolet,Tahoe,2011,Saudi,Silver,Semi Full,5.3,Gas,Automatic,275000,Aseer,40000,False
Chevrolet,Suburban,2012,Saudi,Brown,Standard,5.3,Gas,Automatic,220,Jeddah,65000,False
Toyota,Yaris,2017,Saudi,White,Standard,1.3,Gas,Automatic,127000,Jeddah,29000,False
Nissan,Patrol,2019,Saudi,Black,Full,4.0,Gas,Automatic,77000,Riyadh,0,True
Toyota,Camry,2004,Saudi,White,Semi Full,2.5,Gas,Manual,400000,Riyadh,15000,False
Kia,Cerato,2016,Other,White,Semi Full,1.6,Diesel,Automatic,62000,Qassim,44000,False
Toyota,Furniture,2014,Saudi,White,Full,2.7,Gas,Automatic,400000,Sakaka,50000,False
Toyota,FJ,2010,Saudi,White,Semi Full,4.0,Gas,Automatic,300700,Riyadh,60000,False
BMW,X,2004,Saudi,Blue,Full,3.0,Gas,Automatic,150,Jeddah,16000,False
Isuzu,D-MAX,2020,Saudi,White,Full,3.0,Diesel,Manual,102900,Wadi Dawasir,0,True
Kia,Carnival,2008,Saudi,White,Full,4.0,Gas,Automatic,270000,Riyadh,0,True
Hyundai,H1,2014,Saudi,Grey,Full,2.4,Gas,Automatic,185,Al-Medina,39000,False
Nissan,Land Cruiser Pickup,2014,Gulf Arabic,White,Full,4.8,Gas,Automatic,217000,Jeddah,0,True
Toyota,Camry,2016,Saudi,White,Standard,2.5,Gas,Automatic,250000,Dammam,0,True
Kia,Rio,2019,Saudi,Blue,Full,1.4,Gas,Automatic,48000,Riyadh,38000,False
Toyota,Land Cruiser,2013,Saudi,White,Full,4.6,Gas,Automatic,400000,Qassim,0,True
Toyota,Land Cruiser,2013,Saudi,White,Full,4.6,Gas,Automatic,199,Riyadh,0,True
