Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Toyota,Land Cruiser,2018,Saudi,White,Full,4.0,Gas,Automatic,95000,Hail,0,True
Chevrolet,Tahoe,2007,Saudi,Silver,Standard,5.3,Gas,Automatic,440000,Abha,35000,False
Dodge,Durango,2009,Saudi,Silver,Semi Full,5.7,Gas,Automatic,301000,Jeddah,0,True
Renault,Fluence,2015,Saudi,White,Standard,1.6,Gas,Manual,280,Al-Baha,18000,False
Toyota,Rav4,2018,Saudi,White,Semi Full,2.5,Gas,Automatic,88000,Dammam,77000,False
Hyundai,Azera,2019,Saudi,Navy,Full,3.5,Gas,Automatic,64000,Riyadh,94000,False
Hyundai,Senta fe,2016,Saudi,Grey,Semi Full,3.3,Gas,Automatic,149000,Dammam,47000,False
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,175000,Jeddah,77000,False
Hyundai,Sonata,2018,Saudi,Black,Semi Full,2.4,Gas,Automatic,117000,Riyadh,63000,False
Kia,Sportage,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,190000,Riyadh,53000,False
Toyota,Rav4,2016,Saudi,White,Full,2.0,Gas,Automatic,216000,Riyadh,60000,False
Honda,Accord,2014,Saudi,White,Full,2.4,Gas,Automatic,223000,Riyadh,48000,False
Toyota,Furniture,2019,Saudi,White,Semi Full,3.0,Gas,Automatic,40000,Riyadh,93000,False
Lexus,ES,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,78000,Riyadh,115000,False
Toyota,Hilux,2018,Saudi,White,Standard,2.7,Gas,Manual,132000,Riyadh,77000,False
Mitsubishi,Montero,2017,Saudi,Another Color,Full,3.3,Gas,Automatic,199000,Riyadh,73000,False
Genesis,Prestige,2016,Saudi,Grey,Semi Full,3.5,Gas,Automatic,293000,Riyadh,77000,False
Hyundai,Tucson,2016,Saudi,Grey,Semi Full,2.0,Gas,Automatic,190000,Riyadh,54000,False
Toyota,Innova,2018,Saudi,Another Color,Semi Full,2.7,Gas,Automatic,340000,Riyadh,67000,False
Genesis,G80,2018,Saudi,Navy,Semi Full,3.8,Gas,Automatic,160000,Riyadh,100000,False
Kia,Sportage,2017,Saudi,Silver,Full,2.4,Gas,Automatic,125000,Riyadh,65000,False
Toyota,Land Cruiser Pickup,2014,Saudi,Golden,Semi Full,3.0,Gas,Manual,175000,Riyadh,72000,False
Hyundai,Elantra,2017,Saudi,White,Semi Full,2.0,Gas,Automatic,285000,Riyadh,36000,False
Mazda,CX9,2016,Saudi,Another Color,Semi Full,3.0,Gas,Automatic,230000,Riyadh,50000,False
Toyota,Land Cruiser,2017,Saudi,White,Full,1.8,Gas,Automatic,188000,Riyadh,0,True
BMW,The 7,2011,Gulf Arabic,Bronze,Full,6.0,Gas,Automatic,144000,Riyadh,0,True
Toyota,Yaris,2018,Saudi,Red,Standard,1.5,Gas,Automatic,117313,Jeddah,32500,False
Nissan,Sentra,2016,Saudi,Bronze,Standard,1.6,Gas,Automatic,115480,Riyadh,32500,False
Renault,Dokker,2019,Saudi,White,Standard,1.6,Gas,Manual,119588,Riyadh,34000,False
Toyota,Camry,2009,Saudi,Blue,Full,2.5,Gas,Automatic,317,Jeddah,22000,False
Genesis,Prestige,2016,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,203000,Riyadh,78000,False
Lexus,LX,2014,Saudi,Black,Full,5.7,Gas,Automatic,220000,Riyadh,180000,False
Hyundai,Veloster,2019,Saudi,Yellow,Full,2.0,Gas,Automatic,63000,Riyadh,62000,False
Kia,Cadenza,2017,Saudi,White,Standard,3.0,Gas,Automatic,175000,Riyadh,50000,False
Mazda,6,2016,Saudi,Brown,Standard,2.5,Gas,Automatic,140000,Riyadh,40000,False
Hyundai,Sonata,2020,Saudi,Golden,Semi Full,2.5,Gas,Automatic,12000,Riyadh,78000,False
Hyundai,Senta fe,2016,Saudi,White,Semi Full,3.3,Gas,Automatic,62000,Riyadh,55000,False
Hyundai,Genesis,2017,Saudi,Bronze,Full,5.0,Gas,Automatic,106000,Riyadh,90000,False
Hyundai,Sonata,2018,Saudi,Silver,Full,2.4,Gas,Automatic,135000,Riyadh,58000,False
Toyota,Yaris,2017,Saudi,White,Standard,1.6,Gas,Automatic,167000,Riyadh,29000,False
Lexus,ES,2017,Gulf Arabic,Black,Full,3.0,Gas,Automatic,85000,Riyadh,128000,False
Nissan,Maxima,2016,Saudi,White,Full,3.5,Gas,Automatic,155000,Riyadh,65000,False
GMC,Yukon,2010,Saudi,Black,Semi Full,5.0,Gas,Automatic,204000,Riyadh,44000,False
Hyundai,Tucson,2015,Saudi,White,Full,2.0,Gas,Automatic,251000,Riyadh,49000,False
Nissan,X-Trail,2016,Saudi,Another Color,Full,2.7,Gas,Automatic,65000,Riyadh,52000,False
Toyota,Yaris,2017,Saudi,Grey,Standard,1.4,Gas,Automatic,125000,Riyadh,30000,False
Toyota,Camry,2019,Saudi,Brown,Full,2.5,Gas,Automatic,49000,Riyadh,82000,False
Hyundai,Azera,2018,Saudi,Red,Semi Full,3.5,Gas,Automatic,74000,Riyadh,77000,False
Lexus,ES,2017,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,82000,Riyadh,110000,False
Ford,Fusion,2014,Saudi,White,Semi Full,2.0,Gas,Automatic,260000,Riyadh,30000,False
Ford,Taurus,2015,Saudi,Black,Semi Full,3.3,Gas,Automatic,446000,Riyadh,35000,False
Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,50000,Riyadh,127000,False
Nissan,Patrol,2010,Saudi,White,Full,4.0,Gas,Automatic,208000,Riyadh,72000,False
GMC,Yukon,2007,Saudi,Bronze,Semi Full,5.0,Gas,Automatic,303000,Riyadh,36000,False
Toyota,Camry,2010,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,145,Jeddah,25000,False
BMW,X,2015,Saudi,Black,Full,3.0,Gas,Automatic,98000,Riyadh,150000,False
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,124975,Riyadh,33000,False
Nissan,Sunny,2019,Saudi,Another Color,Standard,1.5,Gas,Automatic,38920,Jeddah,33500,False
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,56991,Jeddah,33500,False
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,109746,Riyadh,34000,False
Chevrolet,Tahoe,2011,Saudi,Black,Semi Full,5.3,Gas,Automatic,200000,Riyadh,42000,False
Honda,Accord,2012,Saudi,White,Semi Full,2.4,Gas,Automatic,15000,Riyadh,58000,False
Chevrolet,Spark,2017,Saudi,White,Standard,1.4,Gas,Automatic,101000,Riyadh,21000,False
Lexus,ES,2017,Gulf Arabic,Another Color,Semi Full,3.0,Gas,Automatic,91000,Riyadh,112000,False
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,258000,Riyadh,62000,False
Lexus,ES,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,72000,Riyadh,108000,False
Ford,Fusion,2015,Other,Grey,Semi Full,2.5,Gas,Automatic,400000,Riyadh,26000,False
Hyundai,Elantra,2015,Saudi,White,Full,2.0,Gas,Automatic,176000,Riyadh,35000,False
Hyundai,Elantra,2020,Saudi,Grey,Standard,2.0,Gas,Automatic,56000,Riyadh,50000,False
Hyundai,Accent,2017,Saudi,Brown,Standard,1.4,Gas,Automatic,112000,Riyadh,27000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,110000,Riyadh,27000,False
Kia,Rio,2016,Saudi,Red,Standard,1.4,Gas,Automatic,157000,Riyadh,25000,False
Hyundai,Elantra,2016,Saudi,Another Color,Standard,2.0,Gas,Automatic,119000,Riyadh,33000,False
Toyota,Land Cruiser,2020,Gulf Arabic,White,Semi Full,5.7,Gas,Automatic,20000,Riyadh,0,True
Toyota,Land Cruiser,2011,Saudi,White,Full,4.6,Gas,Automatic,360000,Qassim,0,True
Mercedes,C,2018,Other,Black,Full,2.0,Gas,Automatic,70000,Jeddah,177000,False
Hyundai,Accent,2010,Saudi,Silver,Standard,1.4,Gas,Manual,273000,Riyadh,12000,False
Toyota,FJ,2020,Saudi,Grey,Semi Full,4.0,Gas,Automatic,17000,Riyadh,140000,False
Lexus,LX,2015,Saudi,White,Full,5.7,Gas,Automatic,299,Hafar Al-Batin,0,True
Chevrolet,Tahoe,2007,Other,White,Semi Full,5.3,Gas,Automatic,228400,Jazan,39000,False
Toyota,FJ,2017,Saudi,White,Full,7.5,Gas,Automatic,138000,Aseer,118000,False
Ford,Expedition,2018,Saudi,Grey,Standard,3.5,Gas,Automatic,55000,Jeddah,143000,False
Chevrolet,Tahoe,2019,Saudi,Navy,Semi Full,5.3,Gas,Automatic,33000,Riyadh,163000,False
Mercedes,GLC,2020,Gulf Arabic,Black,Full,2.8,Gas,Automatic,13000,Jeddah,289000,False
Toyota,Corolla,2015,Other,White,Full,2.0,Gas,Automatic,80000,Riyadh,39000,False
Hyundai,Accent,2019,Saudi,Red,Standard,1.4,Gas,Automatic,89685,Riyadh,34500,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,102109,Riyadh,35000,False
Hyundai,Accent,2018,Saudi,Grey,Standard,1.4,Gas,Automatic,93315,Riyadh,35500,False
Renault,Symbol,2016,Saudi,Navy,Standard,1.6,Gas,Automatic,173000,Riyadh,16000,False
Lexus,LX,2013,Saudi,Silver,Standard,5.7,Gas,Automatic,240000,Riyadh,145000,False
Chevrolet,Caprice,2013,Saudi,Black,Semi Full,6.0,Gas,Automatic,325000,Riyadh,53000,False
GMC,Yukon,2015,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,101060,Riyadh,125000,False
Toyota,FJ,2017,Gulf Arabic,Grey,Full,1.6,Gas,Automatic,74658,Riyadh,135000,False
GMC,Sierra,2017,Saudi,Red,Full,6.2,Gas,Automatic,124418,Riyadh,120000,False
Chevrolet,Tahoe,2015,Saudi,Silver,Semi Full,5.3,Gas,Automatic,71000,Riyadh,125000,False
Chevrolet,Tahoe,2016,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,123496,Riyadh,130000,False
GMC,Yukon,2015,Saudi,Black,Full,5.3,Gas,Automatic,166616,Riyadh,135000,False
GMC,Yukon,2016,Saudi,Brown,Semi Full,5.3,Gas,Automatic,129356,Riyadh,140000,False
GMC,Sierra,2016,Saudi,White,Full,5.3,Gas,Automatic,82576,Riyadh,120000,False
Ford,Taurus,2019,Saudi,Silver,Standard,3.5,Gas,Automatic,54494,Riyadh,85000,False
GMC,Yukon,2015,Saudi,White,Standard,5.3,Gas,Automatic,82343,Riyadh,125000,False
Chevrolet,Caprice,2014,Saudi,White,Standard,6.0,Gas,Automatic,180000,Riyadh,70000,False
Hyundai,H1,2016,Saudi,White,Semi Full,2.4,Gas,Automatic,179000,Riyadh,45000,False
Chevrolet,Tahoe,2014,Saudi,Black,Semi Full,5.3,Gas,Automatic,160428,Riyadh,65000,False
Chevrolet,Caprice,2013,Saudi,White,Standard,6.0,Gas,Automatic,330000,Riyadh,43000,False
Chevrolet,Tahoe,2015,Saudi,White,Semi Full,5.7,Gas,Automatic,192036,Riyadh,110000,False
GMC,Yukon,2013,Saudi,Red,Semi Full,5.3,Gas,Automatic,77000,Riyadh,80000,False
Mazda,6,2018,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,25712,Riyadh,78000,False
Hyundai,H1,2015,Saudi,White,Semi Full,2.4,Gas,Automatic,140000,Riyadh,55000,False
Chevrolet,Tahoe,2016,Saudi,White,Full,5.3,Gas,Automatic,97955,Riyadh,145000,False
GMC,Yukon,2018,Saudi,Black,Semi Full,6.0,Gas,Automatic,168000,Riyadh,150000,False
GMC,Yukon,2015,Saudi,White,Full,6.2,Gas,Automatic,168576,Riyadh,150000,False
Honda,Accord,2016,Saudi,White,Semi Full,2.5,Gas,Automatic,92034,Riyadh,67000,False
Hyundai,Accent,2018,Saudi,Grey,Standard,1.4,Gas,Automatic,81967,Riyadh,35500,False
Hyundai,Elantra,2017,Saudi,White,Standard,1.6,Gas,Automatic,229507,Riyadh,35500,False
Nissan,Altima,2014,Saudi,Bronze,Semi Full,2.5,Gas,Automatic,139337,Riyadh,36500,False
Hyundai,Elantra,2017,Saudi,White,Standard,1.6,Gas,Automatic,131889,Riyadh,36500,False
Chevrolet,Tahoe,2008,Saudi,Black,Semi Full,5.7,Gas,Automatic,230000,Riyadh,38000,False
Nissan,Datsun,2015,Saudi,White,Semi Full,2.5,Gas,Manual,174436,Riyadh,35000,False
Chevrolet,Caprice,2016,Saudi,White,Standard,6.2,Gas,Automatic,155000,Riyadh,77000,False
Chevrolet,Tahoe,2016,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,105286,Riyadh,136000,False
GMC,Yukon,2015,Saudi,White,Full,5.3,Gas,Automatic,133490,Riyadh,143000,False
Toyota,Corolla,2005,Saudi,Silver,Standard,1.3,Gas,Manual,801500,Riyadh,14000,False
Chevrolet,Caprice,2014,Saudi,Another Color,Full,6.0,Gas,Automatic,163000,Riyadh,82000,False
Chevrolet,Caprice,2011,Saudi,Another Color,Full,6.0,Gas,Automatic,200000,Riyadh,46000,False
Chevrolet,Caprice,2015,Saudi,White,Standard,6.2,Gas,Automatic,268041,Riyadh,75000,False
GMC,Yukon,2015,Saudi,Golden,Semi Full,5.3,Gas,Automatic,101060,Riyadh,125000,False
Chevrolet,Caprice,2012,Saudi,Silver,Standard,6.0,Gas,Automatic,260000,Riyadh,52000,False
Ford,Taurus,2017,Saudi,White,Standard,3.5,Gas,Automatic,158039,Riyadh,75000,False
Ford,Taurus,2019,Saudi,White,Standard,3.5,Gas,Automatic,62556,Riyadh,85000,False
Ford,Taurus,2019,Saudi,White,Standard,3.5,Gas,Automatic,61817,Riyadh,85000,False
Chevrolet,Caprice,2013,Saudi,White,Standard,6.2,Gas,Automatic,209861,Riyadh,65000,False
GMC,Yukon,2016,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,55106,Riyadh,150000,False
Chevrolet,Tahoe,2016,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,107320,Riyadh,130000,False
Chevrolet,Caprice,2015,Saudi,Silver,Standard,6.0,Gas,Automatic,105000,Riyadh,80000,False
Toyota,Land Cruiser 70,2016,Gulf Arabic,White,Semi Full,4.0,Gas,Manual,177000,Riyadh,90000,False
BMW,The 7,2014,Saudi,White,Full,2.0,Gas,Automatic,188000,Hafar Al-Batin,0,True
Chevrolet,Caprice,2015,Saudi,White,Standard,6.0,Gas,Automatic,244000,Riyadh,70000,False
Toyota,Land Cruiser,2014,Saudi,White,Full,5.7,Gas,Automatic,175023,Riyadh,150000,False
Toyota,Land Cruiser Pickup,2015,Saudi,Another Color,Full,4.0,Gas,Manual,203843,Riyadh,90000,False
Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,131099,Jeddah,36500,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,104681,Riyadh,36500,False
Hyundai,Accent,2019,Saudi,Grey,Standard,1.4,Gas,Automatic,73567,Riyadh,36500,False
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.2,Gas,Automatic,55769,Riyadh,90000,False
Toyota,Camry,2017,Saudi,Another Color,Full,2.5,Gas,Automatic,61000,Riyadh,77000,False
Toyota,Innova,2018,Saudi,White,Semi Full,2.7,Gas,Automatic,14588,Riyadh,85000,False
Honda,Accord,2013,Saudi,Grey,Semi Full,2.4,Gas,Automatic,250920,Riyadh,55000,False
Chevrolet,Tahoe,2015,Saudi,Silver,Standard,5.3,Gas,Automatic,176332,Riyadh,120000,False
Nissan,Patrol,2019,Saudi,Black,Full,4.0,Gas,Automatic,42527,Riyadh,170000,False
GMC,Yukon,2017,Saudi,Bronze,Semi Full,6.0,Gas,Automatic,61339,Riyadh,155000,False
Nissan,Navara,2014,Saudi,White,Semi Full,2.5,Gas,Automatic,178754,Riyadh,45000,False
Chevrolet,Caprice,2016,Saudi,Grey,Semi Full,6.0,Gas,Automatic,208647,Riyadh,74000,False
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,55700,Riyadh,90000,False
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,55000,Riyadh,70000,False
Kia,Cerato,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,76000,Riyadh,38000,False
Hyundai,Sonata,2019,Saudi,White,Full,2.4,Gas,Automatic,48000,Riyadh,68000,False
GMC,Yukon,2016,Saudi,Brown,Semi Full,5.7,Gas,Automatic,48000,Riyadh,150000,False
Chevrolet,Caprice,2013,Saudi,Grey,Standard,6.0,Gas,Automatic,130000,Riyadh,75000,False
Chevrolet,Caprice,2016,Saudi,White,Standard,6.0,Gas,Automatic,230000,Riyadh,75000,False
Renault,Capture,2016,Gulf Arabic,Brown,Semi Full,1.6,Gas,Automatic,85000,Riyadh,0,True
Toyota,Land Cruiser,2005,Saudi,Blue,Semi Full,4.0,Gas,Automatic,446,Riyadh,50000,False
Lexus,RX,2019,Gulf Arabic,White,Full,3.5,Gas,Automatic,56000,Jeddah,203000,False
Jeep,Wrangler,2010,Other,Black,Full,3.8,Gas,Manual,188,Riyadh,47000,False
Chevrolet,Tahoe,2020,Saudi,Oily,Standard,5.3,Gas,Automatic,30800,Makkah,166000,False
Mitsubishi,Pajero,2007,Saudi,White,Full,3.5,Gas,Automatic,300000,Hafar Al-Batin,0,True
Toyota,Land Cruiser,1999,Saudi,White,Full,4.6,Gas,Manual,500000,Dammam,0,True
Nissan,Pathfinder,2008,Saudi,Another Color,Full,2.6,Gas,Automatic,3150000,Riyadh,20000,False
Chevrolet,Tahoe,2021,Saudi,White,Full,5.3,Gas,Automatic,800,Dammam,310000,False
Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,134946,Jeddah,37500,False
Hyundai,Accent,2019,Saudi,Another Color,Standard,1.4,Gas,Automatic,102650,Riyadh,37500,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,30302,Riyadh,38000,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,13081,Riyadh,38000,False
Toyota,Land Cruiser,2016,Saudi,White,Full,1.0,Gas,Automatic,86428,Aseer,0,True
Ford,Focus,2013,Saudi,Silver,Standard,1.6,Gas,Automatic,145000,Riyadh,14000,False
Mercedes,C,2019,Other,Black,Semi Full,2.0,Gas,Automatic,22000,Dammam,180000,False
GMC,Sierra,2017,Saudi,Silver,Full,5.3,Gas,Automatic,81000,Tabouk,0,True
BMW,X,2017,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,71000,Dammam,170000,False
Kia,Seltos,2020,Saudi,Blue,Semi Full,1.6,Gas,Automatic,4800,Riyadh,73000,False
Mercedes,C,2019,Saudi,Grey,Full,2.0,Gas,Automatic,40000,Dammam,210000,False
GMC,Acadia,2014,Saudi,Red,Full,3.6,Gas,Automatic,250000,Khobar,50000,False
Mercedes,C,2017,Other,Silver,Full,2.0,Gas,Automatic,96000,Dammam,170000,False
Ford,Flex,2015,Saudi,White,Standard,3.5,Gas,Automatic,93000,Riyadh,45000,False
Toyota,FJ,2014,Saudi,Black,Semi Full,4.0,Gas,Automatic,164,Makkah,0,True
Hyundai,H1,2016,Saudi,White,Semi Full,2.4,Gas,Automatic,109000,Riyadh,0,True
Toyota,Prado,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,138000,Dammam,0,True
Toyota,Hilux,2009,Other,Another Color,Full,5.3,Gas,Manual,400,Tabouk,0,True
Ford,Marquis,1997,Saudi,Green,Full,4.6,Gas,Automatic,40000,Riyadh,0,True
Toyota,Innova,2016,Gulf Arabic,White,Full,2.7,Gas,Automatic,190000,Riyadh,65000,False
Lexus,ES,2016,Saudi,Black,Semi Full,3.5,Gas,Automatic,89000,Jeddah,95000,False
GMC,Behbehani,1984,Saudi,Red,Standard,1.7,Gas,Automatic,238,Jeddah,55000,False
Toyota,Camry,2020,Gulf Arabic,White,Standard,2.5,Gas,Automatic,16500,Dammam,86900,False
Ford,Victoria,2010,Saudi,Blue,Semi Full,3.5,Gas,Automatic,280000,Riyadh,26000,False
Ford,Taurus,2014,Saudi,Grey,Standard,3.5,Gas,Automatic,200100,Jeddah,0,True
Hyundai,Sonata,2016,Saudi,White,Full,2.4,Gas,Automatic,76000,Jeddah,53000,False
Genesis,Prestige,2016,Saudi,Silver,Standard,3.8,Gas,Automatic,131000,Riyadh,74000,False
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,87000,Riyadh,49000,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,74917,Riyadh,38500,False
Nissan,Sentra,2017,Saudi,Silver,Standard,1.6,Gas,Automatic,105272,Riyadh,38500,False
Hyundai,Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,84273,Riyadh,38500,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,33131,Riyadh,39500,False
Hyundai,Senta fe,2020,Saudi,Black,Semi Full,2.4,Gas,Automatic,82000,Riyadh,88000,False
Genesis,G80,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,168000,Riyadh,80000,False
Toyota,Land Cruiser 70,2012,Saudi,Another Color,Standard,4.0,Gas,Manual,94000,Riyadh,95000,False
Kia,Cadenza,2020,Saudi,Silver,Semi Full,3.5,Gas,Automatic,23000,Riyadh,95000,False
Hyundai,Senta fe,2018,Saudi,Another Color,Semi Full,3.3,Gas,Automatic,31000,Riyadh,75000,False
Lexus,ES,2016,Saudi,White,Full,3.5,Gas,Automatic,188000,Riyadh,110000,False
Kia,Cadenza,2018,Saudi,Silver,Standard,3.5,Gas,Automatic,128000,Riyadh,52000,False
Kia,Cadenza,2019,Saudi,Silver,Semi Full,3.5,Gas,Automatic,94000,Riyadh,88000,False
Lexus,LX,2009,Gulf Arabic,White,Full,5.7,Gas,Automatic,293000,Riyadh,122000,False
Hyundai,Azera,2019,Saudi,Grey,Standard,3.0,Gas,Automatic,74000,Riyadh,80000,False
Toyota,Prado,2014,Saudi,Another Color,Full,4.0,Gas,Automatic,314000,Riyadh,95000,False
Toyota,Prado,2017,Saudi,Another Color,Semi Full,2.7,Gas,Automatic,175000,Riyadh,108000,False
Chevrolet,Suburban,2013,Saudi,Brown,Semi Full,5.3,Gas,Automatic,358000,Riyadh,55000,False
Toyota,Land Cruiser,2010,Saudi,White,Full,4.6,Gas,Automatic,344000,Riyadh,88000,False
Honda,Odyssey,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,339000,Riyadh,40000,False
GMC,Sierra,2015,Saudi,Silver,Full,5.3,Gas,Automatic,255000,Riyadh,75000,False
Kia,Cadenza,2018,Saudi,Silver,Semi Full,3.5,Gas,Automatic,172000,Riyadh,68000,False
Hyundai,Senta fe,2013,Saudi,Another Color,Semi Full,3.3,Gas,Automatic,205000,Riyadh,48000,False
Nissan,Patrol,2013,Saudi,Golden,Semi Full,5.6,Gas,Automatic,442000,Riyadh,85000,False
Honda,Accord,2018,Saudi,White,Standard,1.5,Gas,Automatic,129000,Riyadh,68000,False
GMC,Yukon,2013,Saudi,White,Full,5.3,Gas,Automatic,194000,Riyadh,80000,False
Toyota,Land Cruiser,2014,Saudi,White,Full,4.0,Gas,Automatic,187000,Riyadh,125000,False
Ford,Expedition,2013,Saudi,Silver,Semi Full,5.6,Gas,Automatic,336000,Riyadh,50000,False
GMC,Yukon,2016,Saudi,Brown,Semi Full,5.3,Gas,Automatic,112000,Riyadh,110000,False
Kia,Cerato,2019,Saudi,Another Color,Standard,1.6,Gas,Automatic,47000,Riyadh,46000,False
Hyundai,Accent,2019,Saudi,Grey,Standard,1.4,Gas,Automatic,48521,Riyadh,39500,False
Nissan,Sentra,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,144039,Riyadh,39500,False
Hyundai,Accent,2019,Saudi,Brown,Standard,1.4,Gas,Automatic,102113,Riyadh,39500,False
Hyundai,Accent,2019,Saudi,Brown,Standard,1.4,Gas,Automatic,82903,Riyadh,39500,False
Honda,Accord,2018,Saudi,White,Full,2.0,Gas,Automatic,105000,Riyadh,85000,False
Chevrolet,Tahoe,2013,Saudi,Brown,Semi Full,5.3,Gas,Automatic,342000,Riyadh,53000,False
GMC,Yukon,2010,Saudi,Golden,Standard,5.3,Gas,Automatic,352000,Riyadh,42000,False
Kia,Cadenza,2020,Saudi,White,Standard,3.5,Gas,Automatic,38000,Riyadh,68000,False
GMC,Yukon,2011,Saudi,Silver,Standard,5.3,Gas,Automatic,401000,Riyadh,52000,False
Genesis,Platinum,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,179000,Riyadh,82000,False
Nissan,Patrol,2010,Saudi,Black,Full,5.6,Gas,Automatic,346000,Riyadh,70000,False
Hyundai,Sonata,2018,Saudi,White,Semi Full,2.4,Gas,Automatic,108000,Riyadh,55000,False
Lexus,LS,2008,Saudi,Another Color,Full,4.6,Gas,Automatic,130000,Riyadh,75000,False
Toyota,Camry,2017,Saudi,Silver,Semi Full,2.5,Gas,Automatic,78000,Riyadh,60000,False
Ford,Taurus,2016,Saudi,Another Color,Standard,3.5,Gas,Automatic,152000,Riyadh,60000,False
Toyota,Land Cruiser Pickup,2009,Saudi,Another Color,Standard,4.5,Gas,Manual,468000,Riyadh,65000,False
Lexus,LX,2012,Saudi,Another Color,Full,5.7,Gas,Automatic,346000,Riyadh,125000,False
Hyundai,Sonata,2020,Saudi,Another Color,Semi Full,2.5,Gas,Automatic,22000,Riyadh,85000,False
Kia,Cadenza,2020,Saudi,White,Standard,3.5,Gas,Automatic,96000,Riyadh,70000,False
Toyota,Corolla,2010,Saudi,Oily,Standard,1.5,Gas,Manual,318800,Jeddah,18000,False
Honda,Accord,2019,Saudi,Red,Semi Full,1.5,Gas,Automatic,49000,Riyadh,95000,False
Chevrolet,Tahoe,2015,Saudi,Brown,Standard,5.3,Gas,Automatic,253000,Riyadh,99000,False
Chevrolet,Tahoe,2013,Saudi,Golden,Semi Full,5.3,Gas,Automatic,363000,Riyadh,63000,False
Chevrolet,Tahoe,2016,Saudi,White,Standard,5.3,Gas,Automatic,194000,Riyadh,116000,False
Mazda,CX5,2018,Saudi,Another Color,Full,2.5,Gas,Automatic,151000,Riyadh,85000,False
Kia,Carnival,2015,Saudi,Another Color,Standard,2.4,Gas,Automatic,132000,Riyadh,37000,False
Toyota,Camry,2020,Saudi,Silver,Full,2.5,Gas,Automatic,22000,Riyadh,77000,False
Geely,Emgrand,2020,Saudi,Navy,Semi Full,1.8,Gas,Automatic,15000,Riyadh,60000,False
Hyundai,Azera,2018,Saudi,Another Color,Full,3.5,Gas,Automatic,127000,Riyadh,82000,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,39750,Riyadh,40000,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,33613,Riyadh,40000,False
Hyundai,Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,48511,Riyadh,40000,False
Toyota,FJ,2016,Saudi,White,Full,4.0,Gas,Automatic,184000,Riyadh,100000,False
Toyota,Ciocca,2016,Saudi,Another Color,Standard,5.7,Gas,Automatic,348000,Riyadh,79000,False
Hyundai,Sonata,2017,Saudi,Silver,Standard,2.4,Gas,Automatic,166000,Riyadh,43000,False
Hyundai,Sonata,2017,Saudi,Silver,Standard,2.4,Gas,Automatic,127000,Riyadh,43000,False
Kia,Carenz,2008,Saudi,Another Color,Standard,2.0,Gas,Manual,350,Jeddah,12000,False
Nissan,Patrol,2020,Gulf Arabic,White,Full,4.0,Gas,Automatic,40000,Riyadh,0,True
